lAboutText1	~1~ ~2~ (~3~ bits)
lDialogFavoriteDoesNotExistTitle	Favorito no encontrado - ~1~
lDialogFavoriteLocationEmpty	La ubicación está vacía. Quiere indicar la ubicación de la carpeta.
lDialogFavoriteMenuPosition	Inserte nuevos favoritos antes de este artículo
lDialogFavoriteNameEmpty	El nombre del favorito está vacio. Quiere indicar un nombre corto para este favorito.
lDialogFavoriteNameNoColumnBreak	El nombre del sub-menú no puede comenzar con los caracteres reservados "~1~" utilizados como indicador de salto de columna.
lDialogFavoriteNameNoPipe	El nombre del favorito o el submenú, no deben incluir carácter reservado "|" (barra vertical).
lDialogFavoriteNameNoSeparator	El nombre del submenú, no debe incluir carácter reservado "~1~".
lDialogFavoriteNameNotNew	El nombre "~1~" ya está presente en este menú. Quiere elegir un nuevo nombre.
lDialogFavoriteParentMenu	Inserte nuevos favoritos en este menú
lDialogFavoriteRemovePrompt	Suprimir el sub-menú "~1~"`incluyendo todos los contenidos (carpetas y sub-menús)?
lDialogFavoriteRemoveTitle	Suprimir un favorito - ~1~
lDialogFavoritesParentMenuMove	Mover ~1~ favoritos hacia este menú
lDialogFileLabel	Documento
lDialogFileShortName	Nombre del documento(para los menús)
lDialogFolderLabel	Carpeta
lDialogFolderShortName	Nombre corto de la carpeta (para los menús)
lDialogGroupDelete	Suprimir
lDialogGroupDeleteError	suprimir
lDialogGroupDeletePrompt	Suprimir el grupo "~1~"?
lDialogGroupDeleteTitle	Suprimir groupe - ~1~
lDialogGroupEdit	Modificar
lDialogGroupEditError	modificar
lDialogGroupLoad	Restaurar
lDialogGroupManageAbout	Acerca de los grupos
lDialogGroupManageCannotSave	Advertencia: No existe una carpeta para guardar un grupo. Abra una ventana del Explorador de archivos o Directory Opus e inténtelo de nuevo para guardar un grupo.
lDialogGroupManageCreatingPrompt	Para crear un grupo clique el botón "~1~" o seleccione el menú "~2~" en cualquier momento.
lDialogGroupManageCreatingTitle	Crear un grupo
lDialogGroupManageGroupsTitle	Gestionar grupos- ~1~ ~2~
lDialogGroupManageIntro	Con los "Grupos", puede guardar y restaurar el entorno de trabajo al cambiar efectivamente de una sesión de trabajo a otro. Los "Grupos" almacenan el archivo, el tamaño, la ubicación y el estado (normal, minimizado o maximizado) ventanas Explorer y Directory Opus (próximo soporte Total Commander).
lDialogGroupManageManagingTitle	Gestion de los grupos
lDialogGroupNew	Registrar nuevo grupo
lDialogGroups	Grupos
lDialogGroupSelect	Seleccione un grupo
lDialogGroupSelectError	Por favor, seleccione el grupo ~1~.
lDialogIcon	Icono
lDialogInvalidHotkey	Con la configuración actual de la tecla de acceso directo del teclado "~1~" no se puede utilizar como un disparador para el menú emergente.`n`nPor favor, abra la "Configuración ~2~" en el área de notificación y haga clic en "Opciones". En este cuadro de diálogo, elija otra tecla de acceso directo a"~3~".
lDialogMaximized	Maximizado
lDialogMenuNotMoveUnderItself	El menú "~1~" no se pueden mover sobre sí mismo.
lDialogMinimized	Minimizado
lDialogMoveFavoritesTitle	Mueva los favoritos - ~1~ ~2~
lDialogNormal	Normal
lDialogOpenThisMenu	Abrir este menú
lDialogRemoveMultipleFavorites	Realmente quiere suprimir ~1~ favoritos o sub-menús?
lDialogSave	Registrar
lDialogSelectItemToEdit	Por favor seleccione la parte a editar.
lDialogSelectItemToRemove	Por favor seleccione la parte a suprimir.
lDialogSpecialLabel	Carpeta especial
lDialogSubmenuLabel	Sub-menú
lDialogSubmenuNameEmpty	El nombre del sub-menú está vacio. Porfavor indique un nombre corto para esta carpeta.
lDialogSubmenuParentMenu	Menú contiene este sub-menú
lDialogSubmenuShortName	Nombre del sub-menú (para los menús)
lDialogTabNext	Suite
lDialogThirdPartyDetected	~1~ hemos detectado que ~2~ está instalado en su ordenador.`n`nPorfavor active la integración con ~2~?
lDialogURLLabel	Link (URL)
lDialogURLShortName	Nombre del link (para los menús)
lDialogWorkingDirLabel	Empezar con
lDonateButton	Apoyar este programa gratuito!
lDonateCheckPrompt	Es de su agrado ~1~?`n`n~1~ no sólo es gratuito, sino que también se distribuye sin basura publicitaria que nunca se sabe si son portadores de virus o spyware o malware.`n`nEs por esto ~2~ que ~1~ esta hecho para facilitar su trabajo diario. Que te parecería apoyar nuestro proyecto?
lDonateCheckTitle	~1~ vez! - ~2~
lDonateMenu	Apoyar este programa gratuito!
lDonatePlatformComment1	La forma más flexible con su cuenta o tarjeta de crédito de PayPal
lDonatePlatformComment2	Reciba una factura oficial, si lo necesita para un reembolso
lDonatePlatformName1	Con Paypal
lDonatePlatformName2	Con Share-it
lDonateReviewNameLeft1	Download.com
lDonateReviewNameLeft2	PortableFreeware.com
lDonateReviewNameLeft3	Softpedia.com
lDonateReviewNameRight1	BetaNews.com
lDonateReviewNameRight2	FileCluster.com
lDonateReviewNameRight3	Freewares && Tutos (FR)
lDonateText1	Apoyar el desarrollo de ~1~ !
lDonateText2	<a href="~1~">Por qué apoyar este programa gratuito?</a>
lDonateText3	... o apoyar este freeware gratis !
lDonateText4	Escribe una opinión a favor ~1~ a :
lDonateText5	Enviadme vuestro link
lDonateThankyou	Gracias por esta señal de aprecio!
lDonateTitle	Apoyar este programa gratuito! - ~1~ ~2~
lGui2Close	Cerrar
lGuiAbout	Acerca de
lGuiAddFavorite	Añadir
lGuiCancel	Anular
lGuiClose	Cerrar
lGuiDonate	Apoyar
lGuiDropFilesHelp	Uso de arrastrar y soltar
lGuiDropFilesIncentive	Puede arrastrar y soltar los tipos de favoritos`nsiguiente en la ventana ~1~:`n`n- ~2~`n- ~3~
lGuiEditFavorite	Modicar
lGuiGroupClosing	Cerrar ventanas
lGuiGroupOf	de
lGuiGroupSaveAddWindowsLabel	Añadir a ventanas existentes
lGuiGroupSaved	El grupo "~1~" ha sido registrado.`n`nClicar el menú "~2~" para restaurar este grupo.
lGuiGroupSaveDeselectAll	Deseleccionar todo
lGuiGroupSaveEditPrompt	~1~ este grupo
lGuiGroupSaveEditTitle	~1~ este grupo - ~2~ ~3~
lGuiGroupSaveLvHeader	Carpeta|Aplicación|Estado|Izquierda|Arriba|Ancho|Altura|Lado
lGuiGroupSaveNameEmpty	El nombre del grupo está vacio. Porfavor indique el nombre del grupo.
lGuiGroupSaveNewGroup	Nuevo grupo
lGuiGroupSaveReplaceGroup	El grupo "~1~" existe. Quiere reemplazarlo?
lGuiGroupSaveReplaceWindowsLabel	Reemplazar las ventanas existentes
lGuiGroupSaveRestoreOption	Durante la restauración del grupo:
lGuiGroupSaveSelect	Seleccione las carpetas para registrar en este grupo
lGuiGroupSaveSelectAll	Seleccionar todo
lGuiGroupSaveSelectExisting	ou elegir un grupo para reemplazar:
lGuiGroupSaveShortName	Nombre del grupo (para los menús)
lGuiHelp	Ayuda
lGuiHotkeysHelp	Ayuda con atajos favoritos
lGuiHotkeysHelpText	Flecha Hacia Abajo: Seleccionar los próximos favoritos`nFlecha Hacia arriba: Sleccionar los favoritos anteriores`nCtrl-N: Añadir nuevo favorito`nEntrada: Modificar un favorito`n`nMay-Arriba/Abajo: Seleccionar favoritos contiguos`nCtrl-Clic: Seleccionar favoritos no-contiguos`nCtrl-A: Seleccionar todos los favoritos`n`nCtrl-Bas: Mueva uno o más marcadores abajo`nCtrl-Haut: Mueva uno o más marcadores arriba`nSuppr: Suprimir uno o más favoritos`n`nCtrl-Droite: Abrir un sub-menú`nCtrl-Gauche: Abra el submenú con este menú
lGuiLvFavoritesHeader	Nombre|Ubicación
lGuiMove	Mover
lGuiOptions	Opciones
lGuiRemoveFavorite	Suprimir
lGuiResetDefault	Restaurar el lanzador por defecto
lGuiSave	Registrar
lGuiSubmenuDropdownLabel	Menú a modificar:
lGuiSubmenuLocation	>
lGuiSubmenuSeparator	>
lGuiTitle	Parámetros - ~1~ ~2~
lHelpTabAddingFavorite	Añadir favoritos
lHelpTabGettingStarted	Primer paso
lHelpTabTitlesTipsAndTricks	Trucos y astucias
lHelpText1	Al iniciar FoldersPopup un icono espera sus órdenes en el área de notificaciones. Cuando desea cambiar el archivo de carpeta en el Explorador de Windows o en un diálogo de archivo, pulse sobre [~1~] o presione el botón [~2~] de manera que un menú emergente muestre sus carpetas favoritas. Haga clic en la carpeta deseada y FoldersPopup la abrirá de inmediato ! O para abrir rápidamente un documento o página web.
lHelpText2	Elija "Parámetros" para abrir la caja de configuración de FoldersPopup donde usted podrá añadir a su menú CARPETAS, DOCUMENTOS o LINKS. A continuación, puede borrar, mover o cambiar el nombre. También puede añadir, mover, renombrar o borrar SUB-MENÚS. Elija la opción "Cambio de menú" en la lista desplegable. Haga clic en "Guardar" para guardar los cambios.
lHelpText3	Para añadir rápidamente una CARPETA a su menú:`n1) Vaya a una carpeta de uso frecuente.`n2) En el ratín clicque [~1~] (o pulse sobre [~2~]) y elija "Añadir esta carpeta".`n3) Introduzca un nombre corto para esta carpeta, clique en "Añadir", y despues "Guardar" en la ventana de parámetros.
lHelpText4	Para añadir a su menú un DOCUMENTO o un LINK WEB:`n1) Abra el menú de Folders Popup y elija"Parámetros" (o pulse sobre [~1~]).`n2) Clique en el botón "Añadir" y elija la opción "Documento" o  "Link (URL)".`n3) Introduzca un nombre corto para este favorito, indique la ubicación del documento (botón "Examinar") o la dirección URL del link, clique sobre "Añadir" y "Guardar" en la ventana de parámetros.
lHelpText5	- En la zona de Notificaciones clique sobre el icono de Folders Popup con el botón derecho y seleccione "Ejecutar al Inicio" para lanzar FoldersPopup al inicio de Windows.`n- Necesita abrir un archivo mientras está trabajando en una aplicación? Desde cualquier ventana, clique en [~1~] (o pulse sobre [~2~]) o tambien puede clicar en el icono de Folders Popup en la barra de Notifications, y despues elija su carpeta favorita.`n- Elija el menú "Ubicaciones recientes..." (o pulse sobre [~3~]) para ver una versión actualizada de los archivos recientes en Windows.`n-Utilice el menú "Carpetas en el Explorador" (o pulse sobre [~4~]) para abrir un archivo ya existente en la ventana del explorador de archivos o el menú "Grupos de carpetas" (o pulse sobre [~5~]) para guardar y restaurar grupos de carpetas.`n- Abra las carpetas, archivos o URLs cuya dirección está en su Portapapeles con el menú "Portapapeles" (o clique sobre [~6~]) o copia la ubicación de un favorito en el Portapapeles con el menú "Copiar ubicación de un favorito" (o clique sobre [~7~]).`n- Elija las combinaciones de botón del ratón y de atajos de teclado que abren el menú emergente en los  "Parámetros, Opciones".`n- Tambien en "Opciones": elija su idioma, el tamaño de iconos del menú, los coores de las ventanas. Elija para mostrar el menú Ubicaciones recientes, los atajos de teclado numérico o fijar el menú emergente en una posición de su elección.`n-Usuarios de Directory Opus, consultar <a href="http://code.jeanlalonde.ca/using-folderspopup-with-directory-opus/">esta página</a> (en inglés) para instrucciones adicionales.`n-Usuarios de Total Commander, consultar <a href="http://code.jeanlalonde.ca/using-folderspopup-with-total-commander/">esta página</a> (en inglés) para más instrucciones.
lHelpText6	El soporte de FoldersPopup esta disponible en <a href="http://www.code.jeanlalonde.ca/folderspopup">www.code.jeanlalonde.ca/folderspopup</a>.
lHelpTextLead	Con FoldersPopup, podrá navegar de un vistazo por sus archivos, páginas web y documentos favoritos!
lHelpTitle	Ayuda - ~1~ ~2~
lMainMenuName	Principal
lMenuAbout	Acerca de
lMenuAddThisFolder	Añadir esta carpeta al menú
lMenuAppData	Datos de la aplicación
lMenuCache	Cache
lMenuClipboard	Portapapeles
lMenuColumnBreak	columna
lMenuCommonAppData	Datos de la aplicación (común)
lMenuCommonDesktop	Oficina (común)
lMenuCommonStartMenu	Menu De Inicio (común)
lMenuCommonStartupMenu	Inicio (común)
lMenuControlPanel	Panel de configuración
lMenuCookies	Cookies
lMenuCopyLocation	Copiar ubicación de un favorito
lMenuDesktop	Oficina
lMenuDocuments	Documentos
lMenuDownloads	Descarga
lMenuExitFoldersPopup	Cerrar ~1~
lMenuFavoritesInternet	Favoritos (Internet)
lMenuFoldersInExplorer	Carpetas en el explorador
lMenuFonts	Fuentes
lMenuFPMenu	~2~ ~1~
lMenuGroup	Grupos de carpetas
lMenuGroupAdd	añadir
lMenuGroupReplace	Sustituir
lMenuGroupSave	Guardar archivos en el Explorador de un grupo
lMenuHelp	Ayuda
lMenuHistory	Historial
lMenuMenu	Menú
lMenuMyComputer	Ordenador
lMenuMyMusic	Mi música
lMenuMySystemMenu	Mis carpetas especiales
lMenuMyVideo	Mis videos
lMenuNetworkNeighborhood	Red
lMenuPictures	Imágenes
lMenuProgramFiles	Programas
lMenuProgramsFolderStartMenu	Carpeta Programas (menú Inicio)
lMenuPublicLibraries	Bibliotecas (publico)
lMenuQuickLaunch	Lanzador rápido
lMenuRecentFolders	Ubicaciones recientes
lMenuRecentItems	Documentos recientes
lMenuRecycleBin	Papelera
lMenuRefreshRecent	Actualización de carpetas recientes en curso
lMenuRunAtStartup	Ejecutar al Inicio
lMenuSeparator	----------------
lMenuSettings	Parámetros de ~1~
lMenuSpecialFolders	Carpetas especiales
lMenuStartMenu	Menú de Inicio
lMenuStartup	Inicio
lMenuSuspendHotkeys	Suspender atajos de teclado (Hotkeys)
lMenuSystemCertificates	Certificados de Sistema
lMenuTemplates	Modelos
lMenuTemporaryFiles	Ficheros temporales
lMenuUpdate	Compruebe Actualización
lMenuUserFolder	Carpeta de Usuario
lMenuUserPinned	Adherido al Usuario
lNavigateFileError	Se produjo un error al abrir la carpeta:`n~1~.
lNavigateSpecialError	Se produjo un error al abrir la carpeta especial #~1~.
lOopsCouldNotOpenSpecialFolder	~1~ no se puede abrir la carpeta especial: "~2~".
lOopsDialogBox	Caja de dialogo
lOopsTitle	~1~ (~2~)
lOopsWriteProtectedError	Parece ser que ~1~ fué lanzado desde una carpeta SOLO DE ESCRITURA de forma que es imposible crear el archivo de configuración "~1~.ini".`n`nMueva el archivo .EXE de ~1~ a una carpeta REGULAR a vuestra elección, a continuación, ejecute de nuevo la aplicación de esta carpeta.`n`n~1~ estará cerrada.
lOopsWrongFPconnectAppPathFilename	Ruta o nombre de archivo incorrecto para el parámetro "AppPath" en el fichero de configuración de FPconnect:`n~1~.`n`nVerifique el nombre y la ruta del archivo .exe para "AppPath" en el archivo ini de FCConnect:`n~2~
lOopsWrongThirdPartyPath	Ruta o nombre de archivo incorrecto para ~1~:`n~2~.`n`nVerifique el archivo .exe seleccionado para ~1~ en las "Opciones", pestaña "~3~".
lOopsZipFileError	Parece ser que ~1~ se puso en marcha directamente desde un archivo comprimido (ZIP).`n`nDebe extraer el archivo .EXE de ~1~ del comprimido ZIP a una carpeta de su elección, a continuación, ejecute de nuevo la aplicación de esta carpeta.`n`n~1~ será cerrada.
lOptionsAlt	Alt
lOptionsArrDescriptions1	Elija el botón del ratón y combinación de teclas que abrirá el menú emergente en el explorador d Windows o en diálogos de archivo. De forma predeterminada, es el botón del ratón central (mbutton) sin tecla modificadora.
lOptionsArrDescriptions10	Elija la combinación de teclas o el botón del ratón que abrirá el menú "Copiar ubicación de un favorito". Por defecto serán May+CTRL+V.
lOptionsArrDescriptions2	Elija el botón del ratón y combinación de teclas que abrirá el menú popup en CUALQUIER VENTANA y abrira la carpeta seleccionada en una NUEVA ventana del explorador de Windows. De forma predeterminada, es el botón del ratón central (mbutton) con el Shift tecla de modificación May. (Shift).
lOptionsArrDescriptions3	Elija la combinación de teclas del teclado que abrirán el menú emergente en el explorador de Windows o en diálogos de archivo. De forma predeterminada, es la combinación Windows-A (la letra "A" mientras se pulsa la tecla de Windows).
lOptionsArrDescriptions4	Elija la combinación de teclas del teclado que abren el menú popup en CUALQUIER ventana y abrirá la carpeta seleccionada en una NUEVA ventana del explrorador de Windows. De forma predeterminada, es la combinación Shift-Windows-A (la letra "A", mientras que las teclas de Windows y Shift son presionadas).
lOptionsArrDescriptions5	Elija la combinación de teclas en el botón del teclado o el ratón que abrirá el cuadro de diálogo Configuración FoldersPopup. De forma predeterminada, esto es Shift + Control + S.
lOptionsArrDescriptions6	Elija la combinación de teclas o el botón del ratón que abrirá el menú "Carpetas en el Explorador". Por defecto serán May+CTRL+F.
lOptionsArrDescriptions7	Elija la combinación de teclas o el botón del ratón que abrirá el menú "Grupos de carpetas". Por defecto serán May+CTRL+G.
lOptionsArrDescriptions8	Elija la combinación de teclas del teclado o el botón del ratón que abrirá el menú "UBICACIONES RECIENTES". De forma predeterminada, esto es Shift + Control + R.
lOptionsArrDescriptions9	Elija la combinación de teclas o el botón del ratón que abrirá el menú "Portapapeles". Por defecto serán May+CTRL+C.
lOptionsChangeHotkey	Modificar
lOptionsChangeHotkeyTitle	Modificar lanzador - ~1~ ~2~
lOptionsCheck4Update	Compruebe Actualización
lOptionsCtrl	Control
lOptionsCtrlShort	Ctrl
lOptionsDirectoryOpusUseTabs	Usar las pestañas
lOptionsDisplayClipboardMenu	Portapapeles
lOptionsDisplayCopyLocationMenu	Copiar ubicación de un favorito
lOptionsDisplayFoldersInExplorerMenu	Las carpetas en el Explorador
lOptionsDisplayGroupMenu	Grupos de carpetas
lOptionsDisplayIcons	Mostrar los iconos del menú
lOptionsDisplayMenus	Mostrar los menús:
lOptionsDisplayMenuShortcuts	Mostrar atajos numéricos
lOptionsDisplayRecentFolders	Ubicaciones recientes
lOptionsDisplaySpecialFolders	Carpetas especiales
lOptionsDisplaySpecialMenusShortcuts	Mostrar accesos directos en el menú principal
lOptionsGuiTitle	Opciones - ~1~ ~2~
lOptionsHotkeys	Otros lanzadores
lOptionsIconSize	Tamaño de iconos del menú
lOptionsKeyboard	Teclado
lOptionsLanguage	Idioma
lOptionsLanguageLabels	Inglés|Francés|Alemán|Holandés|Coreano|Sueco|Italiano|Español|Portugués brasileño
lOptionsMenuActiveWindow	En la ventana activa
lOptionsMenuFixPosition	En una posición fija
lOptionsMenuNearMouse	Cerca del puntero del ratón
lOptionsMenuPositionPrompt	Mostrar el menú popup:
lOptionsMouse	Ratón
lOptionsMouseAndKeyboard	Lanzadores de menú
lOptionsMouseButtonsText	Botón izquierdo del ratón|Botón central del ratón|Botón derecho del ratón|Botón especial 1 del ratón|Botón especial 2 del ratón|Mover hacia arriba|Mover hacia abajo|Mover a la izquierda|Mover a la derecha|
lOptionsMouseCheckLButton	No se puede asignar el "botón izquierdo del ratón" con ninguna tecla modificadora.
lOptionsMouseNone	Ninguno
lOptionsOpenMenuOnTaskbar	Abrir el menú en la barra de tareas
lOptionsOtherOptions	General
lOptionsPopupFixPositionX	Posición X:
lOptionsPopupFixPositionY	Y:
lOptionsRecentFolders	Ubicaciones recientes
lOptionsRememberSettingsPosition	Memorizar la posición de la ventana
lOptionsRunAtStartup	Ejecutar al inicio
lOptionsShift	May
lOptionsSpacebar	utilizar la barra de espacio
lOptionsTabFileManagersIntro	Para los usuarios de los desarrolladores de terceros de los administradores de archivos
lOptionsTabHotkeysIntro	La elección de los botones del ratón y atajos de teclado lanzará estas ventanas y menús.
lOptionsTabMouseAndKeyboardIntro	Elegir los botones del ratón y atajos de teclado que lanzarán el menú principal ~1~ (FP).
lOptionsTabOtherOptionsIntro	Adaptar ~1~ a sus preferencias!
lOptionsTheme	Tema
lOptionsThirdParty	Gestores de archivos
lOptionsThirdPartyDetail	Activar integración con ~1~, localizar el programa .exe en la carpeta de Archivos de programa.
lOptionsThirdPartyDetailFPconnect	Para activar la integración con otros gestores de archivos, localizar el programa FPconnect.exe.
lOptionsThirdPartyPrompt	Archivo:
lOptionsThirdPartyTitle	Usuarios de ~1~
lOptionsThirdPartyTitleFPconnect	Usuarios de otros gestores de archivos con FPconnect
lOptionsTitles	Botón del ratón para el menú de FP que abre las carpetas activas en el Explorador o la caja de diálogo|Botón del ratón para el menú de FP que abre las carpetas en una nueva ventana del Explorador|Menú contextual para la apertura de los archivos en la ventana del cuadro de diálogo activo o Explorador|Menú contextual para abrir las carpetas en una nueva ventana del Explorador|Parámetros|Menú de las carpetas en el Explorador|Menú de grupos|Menú de Ubicaciones recientes|Menú del Portapapeles|Copiar ubicación de un favorito
lOptionsTitlesSub	Este botón del ratón puede abrir el menú en las ventanas de Explorador (y otras gestiones de archivos soportadas) y las cajas de diálogo.|Este botón del ratón puede abrir el menú clicando en cualquier lugar del escritorio.|Este atajo de teclado puede abrir el menú en una ventana del Explorador (y otras gestiones de archivos soportadas) o una caja de diálogo activa.|Este atajo de teclado puede abrir el menú en cualquier momento.|(configuración de menú y opciones)|(lista de carpetas abiertas actualmente en el Explorador)|(lista de grupos de carpetas)|(lista de ubicaciones recientes de Windows)|(lista de carpetas, archivos y direcciones WEB en el Portapapeles)|(enviar la dirección del archivo o de la página web al teclado o al Portapapeles)
lOptionsTotalCommanderUseTabs	Utilizar las pestañas
lOptionsTrayTip	Mostrar notificación al inicio
lOptionsTriggerFor	Lanzador para:
lOptionsWin	Windows
lOptionsWinShort	Win
lPickIconNoLocation	Por favor, primero elegir un favorito antes de seleccionar un icono.
lPopupMenuCopyLocationTrayTip	Elija el favorito a copiar
lReloadPrompt	Cambio ~1~ guardado: ~2~. Desea reiniciar ~3~ en ~2~ ahora? Se perderán los cambios no guardados en el menú de carpetas.
lReloadPromptDefaultHotkey	Se ha establecido el valor predeterminado para este lanzador. Esta será efectiva después de relanzar ~1~.`n`nQuiere relanzar ~1~ ahora? Se perderán los cambios no guardados en el menú de carpetas.
lTrayTipInstalledDetail	Para marcar el menú de ~1~, clicar sobre:`n`n~2~ / ~3~`nen un explorador de archivos o en una caja de diálogo`n`n~4~ / ~5~`npara abrir un nuevo Explorador
lTrayTipinstalledTitle	~1~ ~2~ Listo!
lTrayTipNoClipboardMenuDetail	No hay ninguna carpeta, documento, aplicación o dirección web (URL) en el Portapapeles
lTrayTipNoClipboardMenuTitle	~1~ - Menú del Portapapeles
lTrayTipNoFoldersInExplorerMenuDetail	No hay archivo abierto para mostrar en el menú de carpetas en el Explorador
lTrayTipNoFoldersInExplorerMenuTitle	Carpetas en el explorador
lTrayTipWorkingDetail	Preparación de los menús
lTrayTipWorkingDetailFinished	El menú ha sido actualizado.
lTrayTipWorkingTitle	~1~ ~2~ en preparación...
lUpdateButtonRemind	Recordarme
lUpdateError	Se produjo un error al verificar el número de la última versión. La verificación de la actualización se ha interrumpido.
lUpdatePrompt	Actualizar ~1~ de la versión v~2~ à la versión v~3~?
lUpdatePromptBeta	Hay una nueva versión BETA de ~1~.`n`nActualizar ~1~ de la versión v~2~ à la versión v~3~?
lUpdatePromptBetaContinue	Desea estar informado sobre futuras versiones BETA?
lUpdateTitle	Actualizar ~1~?
lUpdateYouHaveLatest	Usted tiene la versión más reciente: ~1~.`n`nVisitar la página de ~2~ todavía?
lWindowIsTreeviewText	Lo sentimos... A causa de una limitación de Windows, este tipo de caja de diálogo (TreeView) no es compatible con ~1~ de momento.
lWindowIsTreeviewTitle	Caja de diálogo incompatible
